Score,Serve Team,Set Score,Game Score
4-1,OSU,2,Opponent2
4-2,OSU,2,Opponent2
5-2,UW,2,Opponent2
5-3,OSU,2,Opponent2
5-4,UW,2,Opponent2
6-4,UW,2,Opponent2
6-5,OSU,2,Opponent2
6-6,UW,2,Opponent2
7-6,UW,2,Opponent2
7-7,OSU,2,Opponent2
7-8,UW,2,Opponent2
8-8,UW,2,Opponent2
9-8,OSU,2,Opponent2
9-9,OSU,2,Opponent2
9-10,UW,2,Opponent2
10-10,UW,2,Opponent2
10-11,OSU,2,Opponent2
11-11,UW,2,Opponent2
11-12,OSU,2,Opponent2
11-13,UW,2,Opponent2
11-14,UW,2,Opponent2
12-14,UW,2,Opponent2
12-15,OSU,2,Opponent2
13-15,UW,2,Opponent2
14-15,OSU,2,Opponent2
15-15,OSU,2,Opponent2
16-15,OSU,2,Opponent2
17-15,OSU,2,Opponent2
17-16,OSU,2,Opponent2
18-16,UW,2,Opponent2
19-16,OSU,2,Opponent2
19-17,OSU,2,Opponent2
19-18,UW,2,Opponent2
19-19,UW,2,Opponent2
19-20,UW,2,Opponent2
20-20,UW,2,Opponent2
21-20,OSU,2,Opponent2
21-21,OSU,2,Opponent2
22-21,UW,2,Opponent2
23-21,OSU,2,Opponent2
23-22,OSU,2,Opponent2
23-23,UW,2,Opponent2
24-23,UW,2,Opponent2
24-24,OSU,2,Opponent2
25-24,UW,2,Opponent2
25-25,OSU,2,Opponent2
26-25,UW,2,Opponent2
26-26,OSU,2,Opponent2
27-26,UW,2,Opponent2
28-26,OSU,2,Opponent2
0-1,OSU,12,Opponent2
0-2,UW,12,Opponent2
1-2,UW,12,Opponent2
2-2,OSU,12,Opponent2
2-3,OSU,12,Opponent2
3-3,UW,12,Opponent2
3-4,OSU,12,Opponent2
3-5,UW,12,Opponent2
4-5,UW,12,Opponent2
4-6,OSU,12,Opponent2
4-7,UW,12,Opponent2
4-8,UW,12,Opponent2
4-9,UW,12,Opponent2
4-10,UW,12,Opponent2
4-11,UW,12,Opponent2
5-11,UW,12,Opponent2
5-12,OSU,12,Opponent2
5-13,UW,12,Opponent2
6-13,UW,12,Opponent2
7-13,OSU,12,Opponent2
8-13,OSU,12,Opponent2
8-14,OSU,12,Opponent2
8-15,UW,12,Opponent2
9-15,UW,12,Opponent2
9-16,OSU,12,Opponent2
10-16,UW,12,Opponent2
10-17,OSU,12,Opponent2
10-18,UW,12,Opponent2
10-19,UW,12,Opponent2
11-19,UW,12,Opponent2
12-19,OSU,12,Opponent2
12-20,OSU,12,Opponent2
12-21,UW,12,Opponent2
13-21,UW,12,Opponent2
13-22,OSU,12,Opponent2
13-23,UW,12,Opponent2
14-23,UW,12,Opponent2
14-24,OSU,12,Opponent2
14-25,UW,12,Opponent2
0-1,UW,0,Opponent2
0-2,UW,0,Opponent2
0-3,UW,0,Opponent2
0-4,UW,0,Opponent2
0-5,UW,0,Opponent2
1-5,UW,0,Opponent2
2-5,OSU,0,Opponent2
2-6,OSU,0,Opponent2
3-6,UW,0,Opponent2
3-7,OSU,0,Opponent2
4-7,UW,0,Opponent2
4-8,OSU,0,Opponent2
5-8,UW,0,Opponent2
5-9,OSU,0,Opponent2
6-9,UW,0,Opponent2
6-10,OSU,0,Opponent2
6-11,UW,0,Opponent2
7-11,UW,0,Opponent2
7-12,OSU,0,Opponent2
8-12,UW,0,Opponent2
9-12,OSU,0,Opponent2
9-13,OSU,0,Opponent2
9-14,UW,0,Opponent2
9-15,UW,0,Opponent2
10-15,UW,0,Opponent2
10-16,OSU,0,Opponent2
11-16,UW,0,Opponent2
11-17,OSU,0,Opponent2
11-18,UW,0,Opponent2
11-19,UW,0,Opponent2
11-20,UW,0,Opponent2
11-21,UW,0,Opponent2
12-21,UW,0,Opponent2
12-22,OSU,0,Opponent2
12-23,UW,0,Opponent2
12-24,UW,0,Opponent2
13-24,UW,0,Opponent2
14-24,OSU,0,Opponent2
15-24,OSU,0,Opponent2
16-24,OSU,0,Opponent2
17-24,OSU,0,Opponent2
18-24,OSU,0,Opponent2
18-25,OSU,0,Opponent2
1-0,OSU,1,Opponent2
1-1,OSU,1,Opponent2
2-1,UW,1,Opponent2
3-1,OSU,1,Opponent2
3-2,OSU,1,Opponent2
3-3,UW,1,Opponent2
4-3,UW,1,Opponent2
4-4,OSU,1,Opponent2
5-4,UW,1,Opponent2
6-4,OSU,1,Opponent2
6-5,OSU,1,Opponent2
6-6,UW,1,Opponent2
6-7,UW,1,Opponent2
6-8,UW,1,Opponent2
7-8,UW,1,Opponent2
7-9,OSU,1,Opponent2
8-9,UW,1,Opponent2
8-10,OSU,1,Opponent2
9-10,UW,1,Opponent2
9-11,OSU,1,Opponent2
10-11,UW,1,Opponent2
10-12,OSU,1,Opponent2
10-13,UW,1,Opponent2
11-13,UW,1,Opponent2
11-14,OSU,1,Opponent2
12-14,UW,1,Opponent2
13-14,OSU,1,Opponent2
13-15,OSU,1,Opponent2
14-15,UW,1,Opponent2
15-15,OSU,1,Opponent2
16-15,OSU,1,Opponent2
16-16,OSU,1,Opponent2
17-16,UW,1,Opponent2
18-16,OSU,1,Opponent2
18-17,OSU,1,Opponent2
18-18,UW,1,Opponent2
18-19,UW,1,Opponent2
18-20,UW,1,Opponent2
19-20,UW,1,Opponent2
20-20,OSU,1,Opponent2
21-20,OSU,1,Opponent2
21-21,OSU,1,Opponent2
21-22,UW,1,Opponent2
22-22,UW,1,Opponent2
22-23,OSU,1,Opponent2
23-23,UW,1,Opponent2
23-24,OSU,1,Opponent2
24-24,UW,1,Opponent2
24-25,OSU,1,Opponent2
25-25,UW,1,Opponent2
25-26,OSU,1,Opponent2
25-27,UW,1,Opponent2
1-0,UW,2,Opponent2
1-1,OSU,2,Opponent2
1-2,UW,2,Opponent2
1-3,UW,2,Opponent2
2-3,UW,2,Opponent2
2-4,OSU,2,Opponent2
2-5,UW,2,Opponent2
3-5,UW,2,Opponent2
3-6,OSU,2,Opponent2
4-6,UW,2,Opponent2
4-7,OSU,2,Opponent2
5-7,UW,2,Opponent2
6-7,OSU,2,Opponent2
6-8,OSU,2,Opponent2
7-8,UW,2,Opponent2
8-8,OSU,2,Opponent2
8-9,OSU,2,Opponent2
8-10,UW,2,Opponent2
8-11,UW,2,Opponent2
8-12,UW,2,Opponent2
9-12,UW,2,Opponent2
9-13,OSU,2,Opponent2
9-14,UW,2,Opponent2
10-14,UW,2,Opponent2
10-15,OSU,2,Opponent2
10-16,UW,2,Opponent2
10-17,UW,2,Opponent2
10-18,UW,2,Opponent2
11-18,UW,2,Opponent2
11-19,OSU,2,Opponent2
12-19,UW,2,Opponent2
13-19,OSU,2,Opponent2
14-19,OSU,2,Opponent2
14-20,OSU,2,Opponent2
14-21,UW,2,Opponent2
15-21,UW,2,Opponent2
16-21,OSU,2,Opponent2
16-22,OSU,2,Opponent2
17-22,UW,2,Opponent2
17-23,OSU,2,Opponent2
17-24,UW,2,Opponent2
17-25,UW,2,Opponent2
1-0,UCLA,0,Opponent2
1-1,UW,0,Opponent2
1-2,UCLA,0,Opponent2
1-3,UCLA,0,Opponent2
2-3,UCLA,0,Opponent2
2-4,UW,0,Opponent2
3-4,UCLA,0,Opponent2
3-5,UW,0,Opponent2
4-5,UCLA,0,Opponent2
5-5,UW,0,Opponent2
5-6,UW,0,Opponent2
5-7,UCLA,0,Opponent2
6-7,UCLA,0,Opponent2
7-7,UW,0,Opponent2
8-7,UW,0,Opponent2
8-8,UW,0,Opponent2
8-9,UCLA,0,Opponent2
8-10,UCLA,0,Opponent2
9-10,UCLA,0,Opponent2
10-10,UW,0,Opponent2
10-11,UW,0,Opponent2
10-12,UCLA,0,Opponent2
11-12,UCLA,0,Opponent2
11-13,UW,0,Opponent2
12-13,UCLA,0,Opponent2
12-14,UW,0,Opponent2
12-15,UCLA,0,Opponent2
12-16,UCLA,0,Opponent2
12-17,UCLA,0,Opponent2
12-18,UCLA,0,Opponent2
13-18,UCLA,0,Opponent2
14-18,UW,0,Opponent2
15-18,UW,0,Opponent2
16-18,UW,0,Opponent2
16-19,UW,0,Opponent2
17-19,UCLA,0,Opponent2
17-20,UW,0,Opponent2
17-21,UCLA,0,Opponent2
18-21,UCLA,0,Opponent2
18-22,UW,0,Opponent2
19-22,UCLA,0,Opponent2
19-23,UW,0,Opponent2
19-24,UCLA,0,Opponent2
20-24,UCLA,0,Opponent2
20-25,UW,0,Opponent2
1-0,UW,1,Opponent2
2-0,UW,1,Opponent2
3-0,UW,1,Opponent2
3-1,UW,1,Opponent2
3-2,UCLA,1,Opponent2
3-3,UCLA,1,Opponent2
4-3,UCLA,1,Opponent2
4-4,UW,1,Opponent2
4-5,UCLA,1,Opponent2
5-5,UCLA,1,Opponent2
5-6,UW,1,Opponent2
6-6,UCLA,1,Opponent2
6-7,UW,1,Opponent2
6-8,UCLA,1,Opponent2
7-8,UCLA,1,Opponent2
8-8,UW,1,Opponent2
8-9,UW,1,Opponent2
8-10,UCLA,1,Opponent2
9-10,UCLA,1,Opponent2
10-10,UW,1,Opponent2
10-11,UW,1,Opponent2
11-11,UCLA,1,Opponent2
12-11,UW,1,Opponent2
13-11,UW,1,Opponent2
14-11,UW,1,Opponent2
14-12,UW,1,Opponent2
14-13,UCLA,1,Opponent2
14-14,UCLA,1,Opponent2
15-14,UCLA,1,Opponent2
15-15,UW,1,Opponent2
16-15,UCLA,1,Opponent2
17-15,UW,1,Opponent2
17-16,UW,1,Opponent2
18-16,UCLA,1,Opponent2
18-17,UW,1,Opponent2
19-17,UCLA,1,Opponent2
19-18,UW,1,Opponent2
19-19,UCLA,1,Opponent2
19-20,UCLA,1,Opponent2
19-21,UCLA,1,Opponent2
19-22,UCLA,1,Opponent2
20-22,UCLA,1,Opponent2
20-23,UW,1,Opponent2
21-23,UCLA,1,Opponent2
21-24,UW,1,Opponent2
22-24,UCLA,1,Opponent2
23-24,UW,1,Opponent2
24-24,UW,1,Opponent2
25-24,UW,1,Opponent2
26-24,UW,1,Opponent2
1-0,UCLA,11,Opponent2
1-1,UW,11,Opponent2
1-2,UCLA,11,Opponent2
2-2,UCLA,11,Opponent2
2-3,UW,11,Opponent2
3-3,UCLA,11,Opponent2
4-3,UW,11,Opponent2
5-3,UW,11,Opponent2
5-4,UW,11,Opponent2
5-5,UCLA,11,Opponent2
6-5,UCLA,11,Opponent2
7-5,UW,11,Opponent2
8-5,UW,11,Opponent2
9-5,UW,11,Opponent2
10-5,UW,11,Opponent2
11-5,UW,11,Opponent2
11-6,UW,11,Opponent2
11-7,UCLA,11,Opponent2
12-7,UCLA,11,Opponent2
12-8,UW,11,Opponent2
12-9,UCLA,11,Opponent2
12-10,UCLA,11,Opponent2
12-11,UCLA,11,Opponent2
12-12,UCLA,11,Opponent2
13-12,UCLA,11,Opponent2
14-12,UW,11,Opponent2
14-13,UW,11,Opponent2
14-14,UCLA,11,Opponent2
15-14,UCLA,11,Opponent2
15-15,UW,11,Opponent2
15-16,UCLA,11,Opponent2
16-16,UCLA,11,Opponent2
16-17,UW,11,Opponent2
17-17,UCLA,11,Opponent2
18-17,UW,11,Opponent2
18-18,UW,11,Opponent2
19-18,UCLA,11,Opponent2
19-19,UW,11,Opponent2
19-20,UCLA,11,Opponent2
19-21,UCLA,11,Opponent2
20-21,UCLA,11,Opponent2
20-22,UW,11,Opponent2
20-23,UCLA,11,Opponent2
20-24,UCLA,11,Opponent2
21-24,UCLA,11,Opponent2
22-24,UW,11,Opponent2
22-25,UW,11,Opponent2
1-0,UW,12,Opponent2
1-1,UW,12,Opponent2
2-1,UCLA,12,Opponent2
3-1,UW,12,Opponent2
4-1,UW,12,Opponent2
5-1,UW,12,Opponent2
5-2,UW,12,Opponent2
5-3,UCLA,12,Opponent2
5-4,UCLA,12,Opponent2
6-4,UCLA,12,Opponent2
6-5,UW,12,Opponent2
7-5,UCLA,12,Opponent2
7-6,UW,12,Opponent2
8-6,UCLA,12,Opponent2
8-7,UW,12,Opponent2
9-7,UCLA,12,Opponent2
10-7,UW,12,Opponent2
10-8,UW,12,Opponent2
10-9,UCLA,12,Opponent2
11-9,UCLA,12,Opponent2
11-10,UW,12,Opponent2
11-11,UCLA,12,Opponent2
11-12,UCLA,12,Opponent2
12-12,UCLA,12,Opponent2
13-12,UW,12,Opponent2
14-12,UW,12,Opponent2
14-13,UW,12,Opponent2
15-13,UCLA,12,Opponent2
15-14,UW,12,Opponent2
16-14,UCLA,12,Opponent2
17-14,UW,12,Opponent2
17-15,UW,12,Opponent2
18-15,UCLA,12,Opponent2
19-15,UW,12,Opponent2
19-16,UW,12,Opponent2
20-16,UCLA,12,Opponent2
20-17,UW,12,Opponent2
20-18,UCLA,12,Opponent2
21-18,UCLA,12,Opponent2
21-19,UW,12,Opponent2
22-19,UCLA,12,Opponent2
23-19,UW,12,Opponent2
23-20,UW,12,Opponent2
23-21,UCLA,12,Opponent2
24-21,UCLA,12,Opponent2
24-22,UW,12,Opponent2
24-23,UCLA,12,Opponent2
24-24,UCLA,12,Opponent2
25-24,UCLA,12,Opponent2
26-24,UW,12,Opponent2
0-1,UW,13,Opponent2
1-1,UCLA,13,Opponent2
1-2,UW,13,Opponent2
1-3,UCLA,13,Opponent2
2-3,UCLA,13,Opponent2
2-4,UW,13,Opponent2
2-5,UCLA,13,Opponent2
3-5,UCLA,13,Opponent2
4-5,UW,13,Opponent2
4-6,UW,13,Opponent2
5-6,UCLA,13,Opponent2
5-7,UW,13,Opponent2
5-8,UCLA,13,Opponent2
5-9,UCLA,13,Opponent2
6-9,UCLA,13,Opponent2
7-9,UW,13,Opponent2
7-10,UW,13,Opponent2
7-11,UCLA,13,Opponent2
7-12,UCLA,13,Opponent2
8-12,UCLA,13,Opponent2
9-12,UW,13,Opponent2
9-13,UW,13,Opponent2
10-13,UCLA,13,Opponent2
10-14,UW,13,Opponent2
11-14,UCLA,13,Opponent2
11-15,UW,13,Opponent2
1-0,UW,0,Opponent1
1-1,UW,0,Opponent1
1-2,UCLA,0,Opponent1
1-3,UCLA,0,Opponent1
2-3,UCLA,0,Opponent1
2-4,UW,0,Opponent1
3-4,UCLA,0,Opponent1
4-4,UW,0,Opponent1
4-5,UW,0,Opponent1
5-5,UCLA,0,Opponent1
6-5,UW,0,Opponent1
6-6,UW,0,Opponent1
7-6,UCLA,0,Opponent1
7-7,UW,0,Opponent1
8-7,UCLA,0,Opponent1
8-8,UW,0,Opponent1
9-8,UCLA,0,Opponent1
10-8,UW,0,Opponent1
11-8,UW,0,Opponent1
11-9,UW,0,Opponent1
12-9,UCLA,0,Opponent1
13-9,UW,0,Opponent1
13-10,UW,0,Opponent1
13-11,UCLA,0,Opponent1
14-11,UCLA,0,Opponent1
14-12,UW,0,Opponent1
14-13,UCLA,0,Opponent1
15-13,UCLA,0,Opponent1
16-13,UW,0,Opponent1
16-14,UW,0,Opponent1
17-14,UCLA,0,Opponent1
17-15,UW,0,Opponent1
18-15,UCLA,0,Opponent1
18-16,UW,0,Opponent1
19-16,UCLA,0,Opponent1
19-17,UW,0,Opponent1
19-18,UCLA,0,Opponent1
20-18,UCLA,0,Opponent1
21-18,UW,0,Opponent1
21-19,UW,0,Opponent1
22-19,UCLA,0,Opponent1
23-19,UW,0,Opponent1
24-19,UW,0,Opponent1
24-20,UW,0,Opponent1
25-20,UCLA,0,Opponent1
0-1,UCLA,10,Opponent1
1-1,UCLA,10,Opponent1
2-1,UW,10,Opponent1
2-2,UW,10,Opponent1
3-2,UCLA,10,Opponent1
3-3,UW,10,Opponent1
3-4,UCLA,10,Opponent1
3-5,UCLA,10,Opponent1
4-5,UCLA,10,Opponent1
5-5,UW,10,Opponent1
6-5,UW,10,Opponent1
7-5,UW,10,Opponent1
8-5,UW,10,Opponent1
9-5,UW,10,Opponent1
10-5,UW,10,Opponent1
10-6,UW,10,Opponent1
11-6,UCLA,10,Opponent1
12-6,UW,10,Opponent1
13-6,UW,10,Opponent1
13-7,UW,10,Opponent1
14-7,UCLA,10,Opponent1
15-7,UW,10,Opponent1
15-8,UW,10,Opponent1
16-8,UCLA,10,Opponent1
16-9,UW,10,Opponent1
16-10,UCLA,10,Opponent1
17-10,UCLA,10,Opponent1
18-10,UW,10,Opponent1
18-11,UW,10,Opponent1
19-11,UCLA,10,Opponent1
19-12,UW,10,Opponent1
20-12,UCLA,10,Opponent1
20-13,UW,10,Opponent1
20-14,UCLA,10,Opponent1
20-15,UCLA,10,Opponent1
21-15,UCLA,10,Opponent1
21-16,UW,10,Opponent1
21-17,UCLA,10,Opponent1
22-17,UCLA,10,Opponent1
23-17,UW,10,Opponent1
23-18,UW,10,Opponent1
24-18,UCLA,10,Opponent1
24-19,UW,10,Opponent1
24-20,UCLA,10,Opponent1
24-21,UCLA,10,Opponent1
25-21,UCLA,10,Opponent1
0-1,UW,20,Opponent1
1-1,UCLA,20,Opponent1
2-1,UW,20,Opponent1
2-2,UW,20,Opponent1
2-3,UCLA,20,Opponent1
3-3,UCLA,20,Opponent1
4-3,UW,20,Opponent1
5-3,UW,20,Opponent1
5-4,UW,20,Opponent1
6-4,UCLA,20,Opponent1
7-4,UW,20,Opponent1
7-5,UW,20,Opponent1
7-6,UCLA,20,Opponent1
8-6,UCLA,20,Opponent1
9-6,UW,20,Opponent1
10-6,UW,20,Opponent1
11-6,UW,20,Opponent1
12-6,UW,20,Opponent1
13-6,UW,20,Opponent1
14-6,UW,20,Opponent1
15-6,UW,20,Opponent1
16-6,UW,20,Opponent1
16-7,UW,20,Opponent1
17-7,UCLA,20,Opponent1
18-7,UW,20,Opponent1
19-7,UW,20,Opponent1
20-7,UW,20,Opponent1
20-8,UW,20,Opponent1
21-8,UCLA,20,Opponent1
21-9,UW,20,Opponent1
22-9,UCLA,20,Opponent1
22-10,UW,20,Opponent1
22-11,UCLA,20,Opponent1
23-11,UCLA,20,Opponent1
23-12,UW,20,Opponent1
23-13,UCLA,20,Opponent1
24-13,UCLA,20,Opponent1
25-13,UW,20,Opponent1
1-0,UW,0,Opponent2
2-0,UW,0,Opponent2
2-1,UW,0,Opponent2
3-1,CU,0,Opponent2
3-2,UW,0,Opponent2
3-3,CU,0,Opponent2
3-4,CU,0,Opponent2
4-4,CU,0,Opponent2
4-5,UW,0,Opponent2
4-6,CU,0,Opponent2
5-6,CU,0,Opponent2
5-7,UW,0,Opponent2
5-8,CU,0,Opponent2
6-8,CU,0,Opponent2
6-9,UW,0,Opponent2
7-9,CU,0,Opponent2
7-10,UW,0,Opponent2
8-10,CU,0,Opponent2
9-10,UW,0,Opponent2
10-10,UW,0,Opponent2
11-10,UW,0,Opponent2
12-10,UW,0,Opponent2
13-10,UW,0,Opponent2
13-11,UW,0,Opponent2
13-12,CU,0,Opponent2
13-13,CU,0,Opponent2
13-14,CU,0,Opponent2
14-14,CU,0,Opponent2
14-15,UW,0,Opponent2
15-15,CU,0,Opponent2
15-16,UW,0,Opponent2
15-17,CU,0,Opponent2
16-17,CU,0,Opponent2
17-17,UW,0,Opponent2
17-18,UW,0,Opponent2
17-19,CU,0,Opponent2
18-19,CU,0,Opponent2
19-19,UW,0,Opponent2
19-20,UW,0,Opponent2
20-20,CU,0,Opponent2
20-21,UW,0,Opponent2
20-22,CU,0,Opponent2
21-22,CU,0,Opponent2
21-23,UW,0,Opponent2
21-24,CU,0,Opponent2
22-24,CU,0,Opponent2
22-25,UW,0,Opponent2
0-1,CU,1,Opponent2
1-1,CU,1,Opponent2
1-2,UW,1,Opponent2
2-2,CU,1,Opponent2
3-2,UW,1,Opponent2
3-3,UW,1,Opponent2
4-3,CU,1,Opponent2
4-4,UW,1,Opponent2
5-4,CU,1,Opponent2
5-5,UW,1,Opponent2
5-6,CU,1,Opponent2
6-6,CU,1,Opponent2
6-7,UW,1,Opponent2
6-8,CU,1,Opponent2
7-8,CU,1,Opponent2
7-9,UW,1,Opponent2
8-9,CU,1,Opponent2
8-10,UW,1,Opponent2
9-10,CU,1,Opponent2
9-11,UW,1,Opponent2
9-12,CU,1,Opponent2
10-12,CU,1,Opponent2
11-12,UW,1,Opponent2
12-12,UW,1,Opponent2
13-12,UW,1,Opponent2
13-13,UW,1,Opponent2
14-13,CU,1,Opponent2
14-14,UW,1,Opponent2
15-14,CU,1,Opponent2
15-15,UW,1,Opponent2
16-15,CU,1,Opponent2
16-16,UW,1,Opponent2
16-17,CU,1,Opponent2
17-17,CU,1,Opponent2
17-18,UW,1,Opponent2
18-18,CU,1,Opponent2
18-19,UW,1,Opponent2
18-20,CU,1,Opponent2
18-21,CU,1,Opponent2
19-21,CU,1,Opponent2
19-22,UW,1,Opponent2
20-22,CU,1,Opponent2
21-22,UW,1,Opponent2
22-22,UW,1,Opponent2
22-23,UW,1,Opponent2
23-23,CU,1,Opponent2
24-23,UW,1,Opponent2
24-24,UW,1,Opponent2
25-24,CU,1,Opponent2
26-24,UW,1,Opponent2
0-1,UW,11,Opponent2
0-2,CU,11,Opponent2
1-2,CU,11,Opponent2
1-3,UW,11,Opponent2
1-4,CU,11,Opponent2
2-4,CU,11,Opponent2
3-4,UW,11,Opponent2
3-5,UW,11,Opponent2
4-5,CU,11,Opponent2
4-6,UW,11,Opponent2
5-6,CU,11,Opponent2
6-6,UW,11,Opponent2
6-7,UW,11,Opponent2
7-7,CU,11,Opponent2
8-7,UW,11,Opponent2
9-7,UW,11,Opponent2
10-7,UW,11,Opponent2
11-7,UW,11,Opponent2
11-8,UW,11,Opponent2
12-8,CU,11,Opponent2
13-8,UW,11,Opponent2
13-9,UW,11,Opponent2
14-9,CU,11,Opponent2
14-10,UW,11,Opponent2
14-11,CU,11,Opponent2
15-11,CU,11,Opponent2
15-12,UW,11,Opponent2
15-13,CU,11,Opponent2
15-14,CU,11,Opponent2
15-15,CU,11,Opponent2
15-16,CU,11,Opponent2
16-16,CU,11,Opponent2
16-17,UW,11,Opponent2
17-17,CU,11,Opponent2
18-17,UW,11,Opponent2
19-17,UW,11,Opponent2
19-18,UW,11,Opponent2
20-18,CU,11,Opponent2
20-19,UW,11,Opponent2
21-19,CU,11,Opponent2
21-20,UW,11,Opponent2
21-21,CU,11,Opponent2
21-22,CU,11,Opponent2
22-22,CU,11,Opponent2
22-23,UW,11,Opponent2
23-23,CU,11,Opponent2
23-24,UW,11,Opponent2
23-25,CU,11,Opponent2
1-0,CU,12,Opponent2
2-0,UW,12,Opponent2
3-0,UW,12,Opponent2
4-0,UW,12,Opponent2
5-0,UW,12,Opponent2
5-1,UW,12,Opponent2
6-1,CU,12,Opponent2
6-2,UW,12,Opponent2
7-2,CU,12,Opponent2
8-2,UW,12,Opponent2
8-3,UW,12,Opponent2
8-4,CU,12,Opponent2
9-4,CU,12,Opponent2
10-4,UW,12,Opponent2
10-5,UW,12,Opponent2
10-6,CU,12,Opponent2
11-6,CU,12,Opponent2
11-7,UW,12,Opponent2
12-7,CU,12,Opponent2
12-8,UW,12,Opponent2
13-8,CU,12,Opponent2
14-8,UW,12,Opponent2
14-9,UW,12,Opponent2
15-9,CU,12,Opponent2
15-10,UW,12,Opponent2
15-11,CU,12,Opponent2
15-12,CU,12,Opponent2
16-12,CU,12,Opponent2
16-13,UW,12,Opponent2
16-14,CU,12,Opponent2
17-14,CU,12,Opponent2
17-15,UW,12,Opponent2
18-15,CU,12,Opponent2
18-16,UW,12,Opponent2
19-16,CU,12,Opponent2
19-17,UW,12,Opponent2
20-17,CU,12,Opponent2
20-18,UW,12,Opponent2
21-18,CU,12,Opponent2
21-19,UW,12,Opponent2
22-19,CU,12,Opponent2
22-20,UW,12,Opponent2
23-20,CU,12,Opponent2
24-20,UW,12,Opponent2
25-20,UW,12,Opponent2
1-0,UW,22,Opponent2
2-0,UW,22,Opponent2
2-1,UW,22,Opponent2
3-1,CU,22,Opponent2
3-2,UW,22,Opponent2
3-3,CU,22,Opponent2
4-3,CU,22,Opponent2
4-4,UW,22,Opponent2
5-4,CU,22,Opponent2
5-5,UW,22,Opponent2
6-5,CU,22,Opponent2
6-6,UW,22,Opponent2
6-7,CU,22,Opponent2
7-7,CU,22,Opponent2
8-7,UW,22,Opponent2
8-8,UW,22,Opponent2
8-9,CU,22,Opponent2
8-10,CU,22,Opponent2
9-10,CU,22,Opponent2
10-10,UW,22,Opponent2
10-11,UW,22,Opponent2
11-11,CU,22,Opponent2
12-11,UW,22,Opponent2
13-11,UW,22,Opponent2
14-11,UW,22,Opponent2
14-12,UW,22,Opponent2
14-13,CU,22,Opponent2
15-13,CU,22,Opponent2
1-0,UW,0,Opponent1
2-0,UW,0,Opponent1
2-1,UW,0,Opponent1
3-1,CU,0,Opponent1
4-1,UW,0,Opponent1
4-2,UW,0,Opponent1
5-2,CU,0,Opponent1
5-3,UW,0,Opponent1
6-3,CU,0,Opponent1
6-4,UW,0,Opponent1
6-5,CU,0,Opponent1
7-5,CU,0,Opponent1
8-5,UW,0,Opponent1
9-5,UW,0,Opponent1
10-5,UW,0,Opponent1
11-5,UW,0,Opponent1
11-6,UW,0,Opponent1
11-7,CU,0,Opponent1
11-8,CU,0,Opponent1
11-9,CU,0,Opponent1
12-9,CU,0,Opponent1
12-10,UW,0,Opponent1
13-10,CU,0,Opponent1
13-11,UW,0,Opponent1
14-11,CU,0,Opponent1
15-11,UW,0,Opponent1
15-12,UW,0,Opponent1
15-13,CU,0,Opponent1
16-13,CU,0,Opponent1
16-14,UW,0,Opponent1
16-15,CU,0,Opponent1
17-15,CU,0,Opponent1
17-16,UW,0,Opponent1
18-16,CU,0,Opponent1
18-17,UW,0,Opponent1
19-17,CU,0,Opponent1
19-18,UW,0,Opponent1
20-18,CU,0,Opponent1
21-18,UW,0,Opponent1
21-19,UW,0,Opponent1
22-19,CU,0,Opponent1
22-20,UW,0,Opponent1
23-20,CU,0,Opponent1
23-21,UW,0,Opponent1
24-21,CU,0,Opponent1
24-22,UW,0,Opponent1
25-22,CU,0,Opponent1
0-1,CU,10,Opponent1
0-2,CU,10,Opponent1
1-2,CU,10,Opponent1
1-3,UW,10,Opponent1
1-4,CU,10,Opponent1
2-4,CU,10,Opponent1
3-4,UW,10,Opponent1
3-5,UW,10,Opponent1
4-5,CU,10,Opponent1
5-5,UW,10,Opponent1
6-5,UW,10,Opponent1
7-5,UW,10,Opponent1
7-6,UW,10,Opponent1
7-7,CU,10,Opponent1
8-7,CU,10,Opponent1
8-8,UW,10,Opponent1
9-8,CU,10,Opponent1
9-9,UW,10,Opponent1
9-10,CU,10,Opponent1
9-11,CU,10,Opponent1
10-11,CU,10,Opponent1
10-12,UW,10,Opponent1
11-12,CU,10,Opponent1
11-13,UW,10,Opponent1
12-13,CU,10,Opponent1
13-13,UW,10,Opponent1
14-13,UW,10,Opponent1
14-14,UW,10,Opponent1
15-14,CU,10,Opponent1
15-15,UW,10,Opponent1
16-15,CU,10,Opponent1
16-16,UW,10,Opponent1
17-16,CU,10,Opponent1
18-16,UW,10,Opponent1
18-17,UW,10,Opponent1
18-18,CU,10,Opponent1
19-18,CU,10,Opponent1
20-18,UW,10,Opponent1
20-19,UW,10,Opponent1
20-20,CU,10,Opponent1
21-20,CU,10,Opponent1
22-20,UW,10,Opponent1
23-20,UW,10,Opponent1
23-21,UW,10,Opponent1
24-21,CU,10,Opponent1
24-22,UW,10,Opponent1
25-22,CU,10,Opponent1
0-1,UW,20,Opponent1
0-2,CU,20,Opponent1
1-2,CU,20,Opponent1
2-2,UW,20,Opponent1
3-2,UW,20,Opponent1
3-3,UW,20,Opponent1
3-4,CU,20,Opponent1
3-5,CU,20,Opponent1
4-5,CU,20,Opponent1
4-6,UW,20,Opponent1
4-7,CU,20,Opponent1
5-7,CU,20,Opponent1
5-8,UW,20,Opponent1
6-8,CU,20,Opponent1
7-8,UW,20,Opponent1
8-8,UW,20,Opponent1
9-8,UW,20,Opponent1
9-9,UW,20,Opponent1
